x-axis,1,2
second,Volt,Volt
+23.90000E-06,,
+23.92500E-06,+20.10050230E-03,-20.62060265E-03
+23.95000E-06,-60.30150689E-03,-8.56030127E-03
+23.97500E-06,-80.40200919E-03,+3.50000011E-03
+24.00000E-06,+0.0E+00,-14.59045196E-03
+24.02500E-06,+0.0E+00,-11.57537661E-03
+24.05000E-06,-60.30150689E-03,+484.92476E-06
+24.07500E-06,-20.10050230E-03,-5.54522593E-03
+24.10000E-06,-80.40200919E-03,-8.56030127E-03
+24.12500E-06,-60.30150689E-03,-8.56030127E-03
+24.15000E-06,-80.40200919E-03,-8.56030127E-03
+24.17500E-06,-80.40200919E-03,-5.54522593E-03
+24.20000E-06,-20.10050230E-03,-5.54522593E-03
+24.22500E-06,+0.0E+00,-11.57537661E-03
+24.25000E-06,+0.0E+00,-8.56030127E-03
+24.27500E-06,-60.30150689E-03,+3.50000011E-03
+24.30000E-06,+0.0E+00,-8.56030127E-03
+24.32500E-06,-60.30150689E-03,-8.56030127E-03
+24.35000E-06,+0.0E+00,+484.92476E-06
+24.37500E-06,-20.10050230E-03,-8.56030127E-03
+24.40000E-06,-20.10050230E-03,-14.59045196E-03
+24.42500E-06,+0.0E+00,-8.56030127E-03
+24.45000E-06,-40.20100460E-03,+3.50000011E-03
+24.47500E-06,-80.40200919E-03,+3.50000011E-03
+24.50000E-06,+0.0E+00,-5.54522593E-03
+24.52500E-06,-60.30150689E-03,-17.60552730E-03
+24.55000E-06,-60.30150689E-03,-8.56030127E-03
+24.57500E-06,-20.10050230E-03,-11.57537661E-03
+24.60000E-06,+0.0E+00,-5.54522593E-03
+24.62500E-06,+0.0E+00,-8.56030127E-03
+24.65000E-06,+0.0E+00,+484.92476E-06
+24.67500E-06,-60.30150689E-03,+3.50000011E-03
+24.70000E-06,-20.10050230E-03,-5.54522593E-03
+24.72500E-06,-20.10050230E-03,-5.54522593E-03
+24.75000E-06,-20.10050230E-03,-5.54522593E-03
+24.77500E-06,+0.0E+00,-5.54522593E-03
+24.80000E-06,+0.0E+00,-8.56030127E-03
+24.82500E-06,-60.30150689E-03,-11.57537661E-03
+24.85000E-06,-60.30150689E-03,-5.54522593E-03
+24.87500E-06,-80.40200919E-03,-8.56030127E-03
+24.90000E-06,+0.0E+00,-5.54522593E-03
+24.92500E-06,-60.30150689E-03,-8.56030127E-03
+24.95000E-06,-60.30150689E-03,+484.92476E-06
+24.97500E-06,-20.10050230E-03,-8.56030127E-03
+25.00000E-06,+0.0E+00,-8.56030127E-03
