x-axis,1,2
second,Volt,Volt
+23.90000E-06,,
+23.92500E-06,-49.44723845E-03,+4.92462330E-03
+23.95000E-06,-65.92965126E-03,+0.0E+00
+23.97500E-06,-16.48241282E-03,-4.92462330E-03
+24.00000E-06,-16.48241282E-03,-4.92462330E-03
+24.02500E-06,-65.92965126E-03,+0.0E+00
+24.05000E-06,-16.48241282E-03,+0.0E+00
+24.07500E-06,+0.0E+00,-4.92462330E-03
+24.10000E-06,-49.44723845E-03,+0.0E+00
+24.12500E-06,-16.48241282E-03,+0.0E+00
+24.15000E-06,-16.48241282E-03,-14.77386989E-03
+24.17500E-06,-16.48241282E-03,+0.0E+00
+24.20000E-06,+0.0E+00,+0.0E+00
+24.22500E-06,-115.37688971E-03,+4.92462330E-03
+24.25000E-06,-49.44723845E-03,+0.0E+00
+24.27500E-06,+0.0E+00,-19.69849318E-03
+24.30000E-06,+0.0E+00,+0.0E+00
+24.32500E-06,+0.0E+00,+0.0E+00
+24.35000E-06,-65.92965126E-03,+0.0E+00
+24.37500E-06,+0.0E+00,+0.0E+00
+24.40000E-06,-49.44723845E-03,-4.92462330E-03
+24.42500E-06,-65.92965126E-03,-14.77386989E-03
+24.45000E-06,-16.48241281E-03,-14.77386989E-03
+24.47500E-06,+0.0E+00,-4.92462330E-03
+24.50000E-06,-65.92965126E-03,+19.69849318E-03
+24.52500E-06,-16.48241281E-03,-4.92462330E-03
+24.55000E-06,-115.37688971E-03,-14.77386989E-03
+24.57500E-06,-65.92965126E-03,+0.0E+00
+24.60000E-06,+0.0E+00,-19.69849318E-03
+24.62500E-06,-65.92965126E-03,+0.0E+00
+24.65000E-06,-16.48241281E-03,-14.77386989E-03
+24.67500E-06,+0.0E+00,+0.0E+00
+24.70000E-06,-16.48241281E-03,+0.0E+00
+24.72500E-06,-65.92965126E-03,+0.0E+00
+24.75000E-06,-65.92965126E-03,+0.0E+00
+24.77500E-06,-49.44723845E-03,-19.69849318E-03
+24.80000E-06,-16.48241281E-03,+0.0E+00
+24.82500E-06,-49.44723845E-03,+0.0E+00
+24.85000E-06,+32.96482563E-03,-19.69849318E-03
+24.87500E-06,+0.0E+00,+9.84924659E-03
+24.90000E-06,-115.37688971E-03,+0.0E+00
+24.92500E-06,-65.92965126E-03,+0.0E+00
+24.95000E-06,-65.92965126E-03,+0.0E+00
+24.97500E-06,-16.48241281E-03,-14.77386989E-03
+25.00000E-06,-49.44723845E-03,+0.0E+00
+25.02500E-06,-65.92965126E-03,+0.0E+00
+25.05000E-06,+0.0E+00,-29.54773977E-03
