x-axis,SCL1,SDA1
second,Volt,Volt
+34.50000E-06,-39.19219971E-03,-1.40603073E-03
+34.51500E-06,+18.69724691E-03,-1.40603073E-03
+34.53000E-06,-39.19219971E-03,-8.80301557E-03
+34.54500E-06,-39.19219971E-03,-1.40603073E-03
+34.56000E-06,-97.08164632E-03,-1.40603073E-03
+34.57500E-06,-97.08164632E-03,-1.40603073E-03
+34.59000E-06,-39.19219971E-03,-1.40603073E-03
+34.60500E-06,-97.08164632E-03,+5.99095412E-03
+34.62000E-06,-39.19219971E-03,-1.40603073E-03
+34.63500E-06,-39.19219971E-03,-1.40603073E-03
+34.65000E-06,-39.19219971E-03,-1.40603073E-03
+34.66500E-06,-39.19219971E-03,-1.40603073E-03
+34.68000E-06,-97.08164632E-03,-1.40603073E-03
+34.69500E-06,-39.19219971E-03,-1.40603073E-03
+34.71000E-06,-39.19219971E-03,-1.40603073E-03
+34.72500E-06,-97.08164632E-03,-1.40603073E-03
+34.74000E-06,-39.19219971E-03,-1.40603073E-03
+34.75500E-06,-39.19219971E-03,-1.40603073E-03
+34.77000E-06,-39.19219971E-03,-8.80301557E-03
+34.78500E-06,-97.08164632E-03,-8.80301557E-03
+34.80000E-06,-97.08164632E-03,-1.40603073E-03
+34.81500E-06,-39.19219971E-03,-1.40603073E-03
+34.83000E-06,-39.19219971E-03,-1.40603073E-03
+34.84500E-06,-39.19219971E-03,-1.40603073E-03
+34.86000E-06,-39.19219971E-03,-1.40603073E-03
+34.87500E-06,-39.19219971E-03,-1.40603073E-03
+34.89000E-06,-39.19219971E-03,-8.80301557E-03
+34.90500E-06,+18.69724691E-03,-1.40603073E-03
+34.92000E-06,-39.19219971E-03,-8.80301557E-03
+34.93500E-06,-39.19219971E-03,-1.40603073E-03
+34.95000E-06,-97.08164632E-03,-1.40603073E-03
+34.96500E-06,-97.08164632E-03,-1.40603073E-03
+34.98000E-06,-39.19219971E-03,-1.40603073E-03
+34.99500E-06,-39.19219971E-03,-1.40603073E-03
+35.01000E-06,-39.19219971E-03,-8.80301557E-03
+35.02500E-06,+18.69724691E-03,-1.40603073E-03
+35.04000E-06,-97.08164632E-03,-8.80301557E-03
+35.05500E-06,-97.08164632E-03,-8.80301557E-03
+35.07000E-06,-39.19219971E-03,-8.80301557E-03
+35.08500E-06,-97.08164632E-03,-1.40603073E-03
+35.10000E-06,-39.19219971E-03,-1.40603073E-03
+35.11500E-06,-39.19219971E-03,-8.80301557E-03
+35.13000E-06,-39.19219971E-03,-1.40603073E-03
+35.14500E-06,-39.19219971E-03,-1.40603073E-03
+35.16000E-06,-97.08164632E-03,-1.40603073E-03
+35.17500E-06,-97.08164632E-03,-1.40603073E-03
+35.19000E-06,-39.19219971E-03,-1.40603073E-03
+35.20500E-06,-97.08164632E-03,-1.40603073E-03
+35.22000E-06,-39.19219971E-03,+5.99095412E-03
+35.23500E-06,-39.19219971E-03,-1.40603073E-03
+35.25000E-06,-39.19219971E-03,-8.80301557E-03
+35.26500E-06,-39.19219971E-03,-1.40603073E-03
+35.28000E-06,-97.08164632E-03,-1.40603073E-03
+35.29500E-06,+18.69724691E-03,-8.80301557E-03
+35.31000E-06,-39.19219971E-03,-1.40603073E-03
+35.32500E-06,-97.08164632E-03,-1.40603073E-03
+35.34000E-06,-39.19219971E-03,-1.40603073E-03
+35.35500E-06,-39.19219971E-03,-1.40603073E-03
+35.37000E-06,-39.19219971E-03,-1.40603073E-03
+35.38500E-06,-97.08164632E-03,-8.80301557E-03
+35.40000E-06,-39.19219971E-03,-1.40603073E-03
+35.41500E-06,-39.19219971E-03,-8.80301557E-03
+35.43000E-06,-39.19219971E-03,-1.40603073E-03
+35.44500E-06,-97.08164632E-03,-1.40603073E-03
+35.46000E-06,-97.08164632E-03,-1.40603073E-03
+35.47500E-06,-39.19219971E-03,-1.40603073E-03
+35.49000E-06,-39.19219971E-03,-8.80301557E-03
+35.50500E-06,-39.19219971E-03,-1.40603073E-03
+35.52000E-06,-39.19219971E-03,-1.40603073E-03
+35.53500E-06,-97.08164632E-03,-8.80301557E-03
+35.55000E-06,-39.19219971E-03,-1.40603073E-03
+35.56500E-06,-97.08164632E-03,-1.40603073E-03
+35.58000E-06,-97.08164632E-03,-1.40603073E-03
+35.59500E-06,-39.19219971E-03,-1.40603073E-03
+35.61000E-06,-39.19219971E-03,-8.80301557E-03
+35.62500E-06,+18.69724690E-03,-8.80301557E-03
+35.64000E-06,-39.19219971E-03,-1.40603073E-03
+35.65500E-06,-39.19219971E-03,-1.40603073E-03
+35.67000E-06,-39.19219971E-03,-1.40603073E-03
+35.68500E-06,-97.08164632E-03,-1.40603073E-03
+35.70000E-06,-39.19219971E-03,+5.99095412E-03
+35.71500E-06,-39.19219971E-03,-1.40603073E-03
+35.73000E-06,+18.69724690E-03,-8.80301557E-03
+35.74500E-06,-39.19219971E-03,-1.40603073E-03
+35.76000E-06,-97.08164632E-03,-1.40603073E-03
+35.77500E-06,-39.19219971E-03,-1.40603073E-03
+35.79000E-06,+18.69724690E-03,-1.40603073E-03
+35.80500E-06,-97.08164632E-03,+5.99095412E-03
+35.82000E-06,+18.69724690E-03,-1.40603073E-03
+35.83500E-06,-39.19219971E-03,-1.40603073E-03
+35.85000E-06,-39.19219971E-03,-8.80301557E-03
+35.86500E-06,-39.19219971E-03,-8.80301557E-03
+35.88000E-06,-39.19219971E-03,-1.40603073E-03
+35.89500E-06,-39.19219971E-03,-8.80301557E-03
+35.91000E-06,-39.19219971E-03,-1.40603073E-03
+35.92500E-06,-39.19219971E-03,-1.40603073E-03
+35.94000E-06,-39.19219971E-03,-1.40603073E-03
+35.95500E-06,-39.19219971E-03,-1.40603073E-03
+35.97000E-06,-39.19219971E-03,-8.80301557E-03
+35.98500E-06,-39.19219971E-03,-1.40603073E-03
+36.00000E-06,-97.08164632E-03,-1.40603073E-03
+36.01500E-06,-39.19219971E-03,+5.99095412E-03
+36.03000E-06,-39.19219971E-03,-1.40603073E-03
+36.04500E-06,-97.08164632E-03,-1.40603073E-03
+36.06000E-06,-39.19219971E-03,+5.99095412E-03
+36.07500E-06,-97.08164632E-03,-1.40603073E-03
+36.09000E-06,-39.19219971E-03,-8.80301557E-03
+36.10500E-06,-39.19219971E-03,-1.40603073E-03
+36.12000E-06,-39.19219971E-03,-1.40603073E-03
+36.13500E-06,-97.08164632E-03,-1.40603073E-03
+36.15000E-06,+18.69724690E-03,-1.40603073E-03
+36.16500E-06,-39.19219971E-03,-1.40603073E-03
+36.18000E-06,-39.19219971E-03,+5.99095412E-03
+36.19500E-06,-39.19219970E-03,-1.40603073E-03
+36.21000E-06,-39.19219971E-03,-8.80301557E-03
+36.22500E-06,-39.19219971E-03,-1.40603073E-03
+36.24000E-06,-39.19219971E-03,-1.40603073E-03
+36.25500E-06,-39.19219971E-03,-1.40603073E-03
+36.27000E-06,-97.08164632E-03,-1.40603073E-03
+36.28500E-06,-97.08164632E-03,-1.40603073E-03
+36.30000E-06,-39.19219971E-03,-1.40603073E-03
+36.31500E-06,-39.19219971E-03,-1.40603073E-03
+36.33000E-06,-39.19219971E-03,-8.80301557E-03
+36.34500E-06,-39.19219971E-03,-1.40603073E-03
+36.36000E-06,-39.19219971E-03,-1.40603073E-03
+36.37500E-06,-39.19219970E-03,-1.40603073E-03
+36.39000E-06,-39.19219971E-03,-8.80301557E-03
+36.40500E-06,-97.08164632E-03,-1.40603073E-03
+36.42000E-06,-39.19219971E-03,+5.99095412E-03
+36.43500E-06,-39.19219971E-03,-1.40603073E-03
+36.45000E-06,-39.19219971E-03,-8.80301557E-03
+36.46500E-06,-39.19219971E-03,-1.40603073E-03
+36.48000E-06,-97.08164632E-03,-1.40603073E-03
+36.49500E-06,-39.19219971E-03,-1.40603073E-03
+36.51000E-06,-39.19219971E-03,-1.40603073E-03
+36.52500E-06,-97.08164632E-03,+5.99095411E-03
+36.54000E-06,-39.19219971E-03,+5.99095412E-03
+36.55500E-06,-39.19219971E-03,-1.40603073E-03
+36.57000E-06,-39.19219971E-03,-8.80301557E-03
+36.58500E-06,-39.19219971E-03,-1.40603073E-03
+36.60000E-06,-39.19219971E-03,-1.40603073E-03
+36.61500E-06,-39.19219971E-03,-1.40603073E-03
+36.63000E-06,+18.69724689E-03,-1.40603073E-03
+36.64500E-06,-97.08164632E-03,-8.80301557E-03
+36.66000E-06,-39.19219971E-03,+5.99095412E-03
+36.67500E-06,-97.08164632E-03,-1.40603073E-03
+36.69000E-06,-39.19219971E-03,-1.40603073E-03
+36.70500E-06,-39.19219972E-03,+5.99095411E-03
+36.72000E-06,-39.19219970E-03,-1.40603073E-03
+36.73500E-06,-97.08164631E-03,-8.80301557E-03
+36.75000E-06,-39.19219972E-03,-1.40603073E-03
+36.76500E-06,-39.19219971E-03,-1.40603073E-03
+36.78000E-06,-97.08164631E-03,+5.99095411E-03
+36.79500E-06,-39.19219971E-03,-1.40603073E-03
+36.81000E-06,-39.19219971E-03,-8.80301557E-03
+36.82500E-06,-39.19219971E-03,-1.40603073E-03
+36.84000E-06,-39.19219971E-03,-8.80301557E-03
+36.85500E-06,-39.19219971E-03,-1.40603073E-03
+36.87000E-06,-97.08164632E-03,-1.40603073E-03
+36.88500E-06,-97.08164631E-03,-1.40603073E-03
+36.90000E-06,-39.19219972E-03,+5.99095411E-03
+36.91500E-06,-97.08164630E-03,+5.99095411E-03
+36.93000E-06,-97.08164632E-03,-8.80301557E-03
+36.94500E-06,-39.19219971E-03,-8.80301557E-03
+36.96000E-06,-97.08164632E-03,-1.40603073E-03
+36.97500E-06,-39.19219971E-03,-1.40603073E-03
+36.99000E-06,-39.19219972E-03,-1.40603073E-03
+37.00500E-06,-97.08164631E-03,-1.40603073E-03
+37.02000E-06,-39.19219971E-03,+5.99095411E-03
+37.03500E-06,+18.69724690E-03,-1.40603073E-03
+37.05000E-06,-39.19219970E-03,-8.80301557E-03
+37.06500E-06,+18.69724689E-03,-1.40603073E-03
+37.08000E-06,-39.19219971E-03,+5.99095411E-03
+37.09500E-06,-39.19219971E-03,-8.80301557E-03
+37.11000E-06,-39.19219972E-03,-1.40603073E-03
+37.12500E-06,-97.08164632E-03,-1.40603073E-03
+37.14000E-06,-39.19219970E-03,-1.40603073E-03
+37.15500E-06,-97.08164632E-03,-1.40603073E-03
+37.17000E-06,+18.69724690E-03,-8.80301557E-03
+37.18500E-06,-39.19219972E-03,-8.80301557E-03
+37.20000E-06,-39.19219970E-03,-1.40603073E-03
+37.21500E-06,-97.08164631E-03,-1.40603073E-03
+37.23000E-06,-39.19219972E-03,-1.40603073E-03
+37.24500E-06,-97.08164631E-03,-1.40603073E-03
+37.26000E-06,-39.19219971E-03,-1.40603073E-03
+37.27500E-06,-97.08164631E-03,-1.40603073E-03
+37.29000E-06,-39.19219971E-03,-8.80301557E-03
+37.30500E-06,-39.19219972E-03,-1.40603073E-03
+37.32000E-06,-97.08164631E-03,-1.40603073E-03
+37.33500E-06,-97.08164631E-03,-8.80301557E-03
+37.35000E-06,-39.19219972E-03,-1.40603073E-03
+37.36500E-06,-97.08164631E-03,-1.40603073E-03
+37.38000E-06,-97.08164631E-03,-1.40603073E-03
+37.39500E-06,-39.19219971E-03,-1.40603073E-03
+37.41000E-06,-97.08164632E-03,-1.40603073E-03
+37.42500E-06,-39.19219970E-03,-1.40603073E-03
+37.44000E-06,-97.08164631E-03,-8.80301557E-03
+37.45500E-06,+18.69724690E-03,-1.40603073E-03
+37.47000E-06,-97.08164632E-03,-1.40603073E-03
+37.48500E-06,-39.19219971E-03,-1.40603073E-03
+37.50000E-06,-97.08164631E-03,-1.40603073E-03
+37.51500E-06,-39.19219971E-03,-1.40603073E-03
+37.53000E-06,-97.08164631E-03,-8.80301557E-03
+37.54500E-06,-39.19219972E-03,-8.80301557E-03
+37.56000E-06,-39.19219971E-03,-1.40603073E-03
+37.57500E-06,-39.19219971E-03,-1.40603073E-03
+37.59000E-06,-39.19219972E-03,-1.40603073E-03
+37.60500E-06,-97.08164632E-03,-1.40603073E-03
+37.62000E-06,-39.19219970E-03,+5.99095412E-03
+37.63500E-06,-97.08164632E-03,-1.40603073E-03
+37.65000E-06,+18.69724691E-03,-8.80301557E-03
+37.66500E-06,-97.08164632E-03,-8.80301557E-03
+37.68000E-06,+18.69724691E-03,-8.80301557E-03
+37.69500E-06,-97.08164631E-03,-8.80301557E-03
+37.71000E-06,+18.69724690E-03,-1.40603073E-03
+37.72500E-06,-97.08164631E-03,-1.40603073E-03
+37.74000E-06,+18.69724690E-03,-1.40603073E-03
+37.75500E-06,-97.08164632E-03,-1.40603073E-03
+37.77000E-06,-39.19219969E-03,-8.80301557E-03
+37.78500E-06,-39.19219972E-03,-8.80301557E-03
+37.80000E-06,-39.19219971E-03,-1.40603073E-03
+37.81500E-06,-39.19219969E-03,-1.40603073E-03
+37.83000E-06,-39.19219972E-03,-1.40603073E-03
+37.84500E-06,-39.19219971E-03,-1.40603073E-03
+37.86000E-06,-39.19219971E-03,-8.80301557E-03
+37.87500E-06,-39.19219969E-03,-1.40603073E-03
+37.89000E-06,-39.19219971E-03,-8.80301557E-03
+37.90500E-06,+18.69724690E-03,-1.40603073E-03
+37.92000E-06,-97.08164632E-03,-8.80301557E-03
+37.93500E-06,+18.69724690E-03,-1.40603073E-03
+37.95000E-06,-97.08164632E-03,-1.40603073E-03
+37.96500E-06,-39.19219969E-03,-1.40603073E-03
+37.98000E-06,-97.08164632E-03,-1.40603073E-03
+37.99500E-06,+18.69724691E-03,-1.40603073E-03
+38.01000E-06,-39.19219971E-03,-8.80301557E-03
+38.02500E-06,+18.69724690E-03,-1.40603073E-03
+38.04000E-06,-97.08164631E-03,-1.40603073E-03
+38.05500E-06,-39.19219971E-03,-1.40603073E-03
+38.07000E-06,-39.19219972E-03,-1.40603073E-03
+38.08500E-06,-97.08164631E-03,-1.40603073E-03
+38.10000E-06,-97.08164631E-03,-1.40603073E-03
+38.11500E-06,-39.19219972E-03,-1.40603073E-03
+38.13000E-06,-39.19219971E-03,-1.40603073E-03
+38.14500E-06,-97.08164632E-03,-1.40603073E-03
+38.16000E-06,-39.19219969E-03,-1.40603073E-03
+38.17500E-06,-97.08164631E-03,-8.80301557E-03
+38.19000E-06,+18.69724690E-03,-1.40603073E-03
+38.20500E-06,-97.08164634E-03,-1.40603073E-03
+38.22000E-06,+18.69724692E-03,+5.99095412E-03
+38.23500E-06,-97.08164634E-03,-1.40603073E-03
+38.25000E-06,+18.69724692E-03,-1.40603073E-03
+38.26500E-06,-97.08164632E-03,-1.40603073E-03
+38.28000E-06,-39.19219969E-03,-1.40603073E-03
+38.29500E-06,-97.08164631E-03,-1.40603073E-03
+38.31000E-06,+18.69724689E-03,-1.40603073E-03
+38.32500E-06,-97.08164631E-03,-1.40603073E-03
+38.34000E-06,-39.19219971E-03,+5.99095411E-03
+38.35500E-06,-97.08164631E-03,-1.40603073E-03
+38.37000E-06,-39.19219972E-03,-1.40603073E-03
+38.38500E-06,-39.19219969E-03,-1.40603073E-03
+38.40000E-06,-154.97109292E-03,-1.40603073E-03
+38.41500E-06,-39.19219969E-03,+5.99095411E-03
+38.43000E-06,-154.97109294E-03,-1.40603073E-03
+38.44500E-06,-39.19219969E-03,+5.99095412E-03
+38.46000E-06,-97.08164632E-03,-8.80301557E-03
+38.47500E-06,+18.69724691E-03,+5.99095411E-03
+38.49000E-06,-154.97109292E-03,-8.80301557E-03
+38.50500E-06,+18.69724692E-03,+5.99095411E-03
+38.52000E-06,-97.08164631E-03,-1.40603073E-03
+38.53500E-06,+76.58669351E-03,-1.40603073E-03
+38.55000E-06,-97.08164632E-03,-1.40603073E-03
+38.56500E-06,+18.69724691E-03,-1.40603073E-03
+38.58000E-06,-39.19219971E-03,-1.40603073E-03
+38.59500E-06,-39.19219969E-03,-1.40603073E-03
+38.61000E-06,-39.19219971E-03,-1.40603073E-03
+38.62500E-06,-39.19219972E-03,-8.80301557E-03
+38.64000E-06,-39.19219969E-03,-1.40603073E-03
+38.65500E-06,-97.08164634E-03,-8.80301557E-03
+38.67000E-06,+18.69724691E-03,-1.40603073E-03
