x-axis,1,2
second,Volt,Volt
+25.60000E-06,,
+25.62500E-06,-80.40200919E-03,+0.0E+00
+25.65000E-06,-80.40200919E-03,+0.0E+00
+25.67500E-06,-80.40200919E-03,+0.0E+00
+25.70000E-06,+0.0E+00,+0.0E+00
+25.72500E-06,-80.40200919E-03,+0.0E+00
+25.75000E-06,-80.40200919E-03,+0.0E+00
+25.77500E-06,-80.40200919E-03,-80.40200919E-03
+25.80000E-06,+0.0E+00,+0.0E+00
+25.82500E-06,-80.40200919E-03,+0.0E+00
+25.85000E-06,-80.40200919E-03,-0.0E+00
+25.87500E-06,-80.40200919E-03,-0.0E+00
+25.90000E-06,+0.0E+00,+0.0E+00
+25.92500E-06,-80.40200919E-03,+0.0E+00
+25.95000E-06,+0.0E+00,-0.0E+00
+25.97500E-06,+0.0E+00,-80.40200919E-03
+26.00000E-06,-0.0E+00,+0.0E+00
+26.02500E-06,-80.40200919E-03,+0.0E+00
+26.05000E-06,-0.0E+00,-0.0E+00
+26.07500E-06,-80.40200919E-03,+0.0E+00
+26.10000E-06,-80.40200919E-03,-80.40200919E-03
+26.12500E-06,-0.0E+00,+0.0E+00
+26.15000E-06,-80.40200919E-03,-80.40200919E-03
+26.17500E-06,-0.0E+00,-80.40200919E-03
+26.20000E-06,-80.40200919E-03,-80.40200919E-03
+26.22500E-06,-0.0E+00,+0.0E+00
+26.25000E-06,-80.40200919E-03,-0.0E+00
+26.27500E-06,-80.40200919E-03,-80.40200919E-03
+26.30000E-06,+0.0E+00,-80.40200919E-03
+26.32500E-06,-0.0E+00,-0.0E+00
+26.35000E-06,-80.40200919E-03,-80.40200919E-03
+26.37500E-06,-0.0E+00,-80.40200919E-03
+26.40000E-06,-80.40200919E-03,+0.0E+00
+26.42500E-06,-0.0E+00,+0.0E+00
+26.45000E-06,-80.40200919E-03,+0.0E+00
+26.47500E-06,-80.40200919E-03,+0.0E+00
+26.50000E-06,-80.40200919E-03,+0.0E+00
+26.52500E-06,-80.40200919E-03,+80.40200919E-03
+26.55000E-06,+0.0E+00,-0.0E+00
+26.57500E-06,+0.0E+00,-80.40200919E-03
+26.60000E-06,-0.0E+00,+0.0E+00
+26.62500E-06,-80.40200919E-03,-0.0E+00
+26.65000E-06,-80.40200919E-03,+0.0E+00
+26.67500E-06,-160.80401837E-03,-80.40200919E-03
+26.70000E-06,-0.0E+00,+0.0E+00
+26.72500E-06,-80.40200919E-03,-0.0E+00
+26.75000E-06,+0.0E+00,-80.40200919E-03
+26.77500E-06,+0.0E+00,-80.40200919E-03
